Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Todd,Walker,Christine Walk 201,Kirkberg,76349,Danmark,DK,19790513-6193,+45,001-788-712-1359x78616,1979-05-13,True
Gunn,Gundersen,Johansenbråten 5,Tveit,5995,Norge,NO,19570710-9676,+47,+4766690777,1957-07-10,True
Dag,Solberg,Sivertsenløkka 7C,Karidal,4948,Norge,NO,19851031-6680,+47,91980517,1985-10-31,True
Alexander,Tarvainen,Puuskabulevardi 11,Inari,49186,Finland,FI,19500104-349H,+358,0591085982,1950-01-04,True
Svein,Lunde,Solheimhagen 64,Norastrand,1426,Norge,NO,19640325-0797,+47,+47 01 12 06 43,1964-03-25,True
Andrew,Simmons,Christian Station 311,West Phillip,55639,Danmark,DK,19780820-3011,+45,001-266-214-0472x061,1978-08-20,True
Ann,Strøm,Nygårdengen 5G,Vegardmark,0630,Norge,NO,19640330-2894,+47,+47 28 40 76 52,1964-03-30,True
Outi,Nuutinen,Agnetantie 7,Laitila,46731,Finland,FI,19880505-1454,+358,+358 70 0138632,1988-05-05,True
Linn,Aune,Nguyenstien 63,Eide,0304,Norge,NO,19780522-9612,+47,+47 20 91 60 01,1978-05-22,True
Solveig,Brekke,Vikstien 97,Thorsen,6388,Norge,NO,19770922-5538,+47,94185497,1977-09-22,True
Camilla,Nyberg,Ekgränd 0,Västerås,68731,Sverige,SE,19640610-1962,+46,0417-926 08,1964-06-10,True
Gustaf,Gustafsson,Skogsgränd 803,Mölndal,76534,Sverige,SE,19480924-7546,+46,001-90 65 79,1948-09-24,True
Juho,Ruotsalainen,Yrjönkuja 89,Veteli,97237,Finland,FI,19461211-403P,+358,+358 578737189,1946-12-11,True
Rolf,Hansson,Fabriksvägen 8,Skövde,28183,Sverige,SE,19610925-9445,+46,08-68 49 51,1961-09-25,True
Marika,Rintala,Haapakuja 07,Alavieska,62527,Finland,FI,19630616-435J,+358,+358723282976,1963-06-16,True
Timothy,Weaver,Klein Crossroad 140,South Jamesland,43659,Danmark,DK,19901003-5873,+45,512-414-6968x2756,1990-10-03,True
Anthony,Anderson,Shannon Inlet 888,West Robinbury,15569,Danmark,DK,19650729-6421,+45,812.321.8308x2506,1965-07-29,True
Amanda,Tiihonen,Walentin Chorellin bulevardi 7,Vihti,38657,Finland,FI,19730814-1070,+358,036 837 8710,1973-08-14,True
Melissa,Miranda,Blankenship Bypass 8953,New Christopherchester,13240,Danmark,DK,19701012-2091,+45,001-961-263-7691x74016,1970-10-12,True
Matti,Ojanen,Taavinkuja 23,Uusikaarlepyy,09563,Finland,FI,19480413-3237,+358,052 931 1265,1948-04-13,True
Brian,Brown,Patricia Inlet 365,West Michaelmouth,74924,Danmark,DK,19910325-7319,+45,(771)473-1676,1991-03-25,True
Vincent,Hinton,Stafford Lodge 5083,Lake Melissa,60398,Danmark,DK,19670611-1401,+45,(449)985-8213x9142,1967-06-11,True
Anthony,Wright,Michael Mountain 579,Liton,90294,Danmark,DK,19490915-1832,+45,(521)506-3384x5428,1949-09-15,True
Lena,Andersson,Idrottsgränd 67,Stockholm,32349,Sverige,SE,19750126-0462,+46,0988-143 48,1975-01-26,True
Jacqueline,King,Christopher Haven 1696,Port Robert,46037,Danmark,DK,19990105-0120,+45,(637)927-2716,1999-01-05,True
Berit,Simonsen,Ruudringen 1,Ali,8594,Norge,NO,19700209-8144,+47,77 45 70 90,1970-02-09,True
Ingela,Karlsson,Ekvägen 0,Kalmar,41466,Sverige,SE,19450616-5022,+46,018-24 15 63,1945-06-16,True
Alexander,Simonsen,Sandviktoppen 3,Edvardsen,8880,Norge,NO,19751227-9741,+47,45507838,1975-12-27,True
Thor,Nielsen,Thorsenåsen 9,Siristrøm,3947,Norge,NO,19720609-2901,+47,43 66 94 81,1972-06-09,True
Rhonda,Campos,Jessica Unions 659,North Robert,36555,Danmark,DK,19550603-7133,+45,(547)887-2189,1955-06-03,True
Jan,Moen,Berntsenskogen 89,Ahmed,7615,Norge,NO,19900609-7978,+47,42269356,1990-06-09,True
Lilian,Åström,Skolstigen 27,Östersund,85172,Sverige,SE,19651212-9734,+46,08-63 00 83,1965-12-12,True
Tero,Jaakkola,Adolf Lindforsin tie 94,Oripää,41264,Finland,FI,19880710-893D,+358,0037608178,1988-07-10,True
Emanuel,Andersson,Trädgårdstorget 48,Kalmar,51899,Sverige,SE,19760605-8917,+46,048-33 34 63,1976-06-05,True
Jörgen,Lundmark,Industrivägen 077,Karlstad,99808,Sverige,SE,20001209-7093,+46,060-02 56 51,2000-12-09,False
Stephen,Smith,Maddox Hill 0262,West Erica,56011,Danmark,DK,19861102-0423,+45,489.253.2948x27788,1986-11-02,True
Samuli,Laitinen,Veräjämäenbulevardi 868,Ylivieska,92665,Finland,FI,19731219-1113,+358,+358 72 6815966,1973-12-19,True
Eeva,Matikainen,Eerik Pyhän bulevardi 854,Vimpeli,61597,Finland,FI,19910817-618V,+358,(+358) 808787721,1991-08-17,False
Tony,Simpson,Crystal Valleys 3060,Melanieburgh,72055,Danmark,DK,19760706-3392,+45,+1-603-393-5473x652,1976-07-06,True
Gunborg,Englund,Industritorget 2,Alingsås,15376,Sverige,SE,19540301-1841,+46,08-050 657 80,1954-03-01,True
Jessica,Watkins,Sandra Road 968,Stephensland,63983,Danmark,DK,19480629-1939,+45,+1-940-635-1760x14338,1948-06-29,True
Ester,Persson,Parkvägen 18,Alingsås,34827,Sverige,SE,19551215-6467,+46,08-728 30 99,1955-12-15,True
Jennifer,Gonzalez,Meadows Skyway 94738,North Philipview,84703,Danmark,DK,19820228-5769,+45,+1-272-934-4235x5534,1982-02-28,True
Per,Nordin,Bäcktorget 43,Jönköping,75610,Sverige,SE,20001204-8086,+46,+46 (0)8 706 361 40,2000-12-04,True
Kjersti,Lund,Hagenløkka 2,Olsen,9502,Norge,NO,19800401-5313,+47,972 29 052,1980-04-01,True
Britt-Marie,Haglund,Järnvägsvägen 94,Karlskrona,63354,Sverige,SE,19730421-1685,+46,08-316 423 62,1973-04-21,True
Gunnar,Nilsson,Backtorget 303,Kalmar,18293,Sverige,SE,19990707-5717,+46,+46 (0)8 288 172 44,1999-07-07,True
Barbro,Karlsson,Strandtorget 7,Uddevalla,61085,Sverige,SE,19790502-5330,+46,024-493 18 65,1979-05-02,True
Claes,Ekström,Bäckvägen 50,Gävle,73301,Sverige,SE,19490803-6265,+46,0039-443 65,1949-08-03,True
Camilla,Fransson,Strandgatan 567,Ängelholm,32291,Sverige,SE,19700518-9707,+46,+46 (0)8 544 757 36,1970-05-18,True
Ylva,Carlsson,Storvägen 671,Umeå,12619,Sverige,SE,19940331-0833,+46,08-310 35 96,1994-03-31,True
Vilde,Iversen,Bakkemarka 66,Bakke,4428,Norge,NO,19960802-0710,+47,953 33 109,1996-08-02,True
John,Torres,Chavez Crossing 9252,West Kevin,87038,Danmark,DK,19890520-6930,+45,655-395-9184x265,1989-05-20,True
Eva,Johansen,Vikmoen 1,Randidal,7146,Norge,NO,19511202-0061,+47,12 86 00 76,1951-12-02,True
Rachel,Baxter,Christine Course 8278,East Bonnie,43181,Danmark,DK,19701101-7599,+45,+1-360-204-5571x632,1970-11-01,True
John,Newman,Hunter Landing 499,Katrinaville,09120,Danmark,DK,19520115-9282,+45,554.626.0230,1952-01-15,True
Joanna,Jordan,Candace Centers 8431,North Ronald,16358,Danmark,DK,19900620-4150,+45,(779)323-0755x12108,1990-06-20,True
William,Monroe,Patterson Passage 3358,North Elizabeth,34377,Danmark,DK,19981221-8044,+45,+1-971-539-0439,1998-12-21,True
Göran,Johansson,Fabriksgatan 202,Mölndal,41205,Sverige,SE,19840817-6834,+46,+46 (0)83 34 94 31,1984-08-17,False
Adrian,Brekke,Iversenvika 6A,Helland,4777,Norge,NO,19710612-6963,+47,95746987,1971-06-12,True
Thomas,Larsen,Moenmoen 88D,Martinsund,3990,Norge,NO,19440404-1014,+47,499 19 475,1944-04-04,True
Charlotte,Carey,Graham Way 59344,New Anthony,15910,Danmark,DK,19941016-1311,+45,+1-502-407-1161x40829,1994-10-16,True
Astrid,Kristensen,Ruudskrenten 8,Arnesen,0740,Norge,NO,19530407-4906,+47,88 74 77 97,1953-04-07,True
Per,Karlsson,Grangatan 917,Norrköping,23271,Sverige,SE,19750509-4075,+46,+46 (0)831 322 58,1975-05-09,True
Kristina,Göransson,Nygränd 5,Norrköping,43407,Sverige,SE,19950816-3846,+46,0729-69 24 39,1995-08-16,True
Kari,Kärki,Fabianinpolku 293,Lappeenranta,41450,Finland,FI,19921202-701W,+358,+358 839852710,1992-12-02,True
Martine,Madsen,Aunekroken 46C,Solberg,1424,Norge,NO,19870216-0083,+47,86 93 63 13,1987-02-16,True
Karen,Alvarado,Angel Course 69021,Port Jeromechester,17154,Danmark,DK,19640212-8273,+45,001-988-352-2478x80782,1964-02-12,True
Christoffer,Bergström,Villavägen 8,Helsingborg,31363,Danmark,SE,19920529-2573,+46,0730-347 73,1992-05-29,True
Edward,Diaz,Margaret Estate 158,West Tammy,13123,Danmark,DK,19800419-6325,+45,639.794.5044x636,1980-04-19,True
Taina,Kukkonen,Mamsellimyllynpolku 23,Juupajoki,37339,Finland,FI,19710509-247B,+358,(+358) 630734755,1971-05-09,True
Jørgen,Lunde,Myklebustengen 5B,Martinsen,0215,Norge,NO,19911216-4733,+47,+47 43 66 72 85,1991-12-16,True
Hannele,Mikkola,Louhikkobulevardi 8,Jämijärvi,73396,Finland,FI,19810415-061Y,+358,056 906 8959,1981-04-15,True
Jennifer,Burnett,Christopher Gardens 60882,Glassshire,51511,Danmark,DK,19941124-3625,+45,+1-688-971-9374,1994-11-24,True
Geir,Engen,Tveitringen 05F,Elsenes,4761,Norge,NO,19710615-9502,+47,+4754502059,1971-06-15,True
Ivan,Pettersson,Industrigränd 421,Umeå,23536,Sverige,SE,19780618-4889,+46,08-942 65 98,1978-06-18,True
Tobias,Henriksen,Ødegårdgjerdet 88,Johannessjøen,4291,Norge,NO,19920419-3899,+47,918 89 567,1992-04-19,True
Valdemar,Johansson,Villastigen 174,Skövde,54775,Sverige,SE,19710101-5809,+46,+46 (0)513 973 96,1971-01-01,True
Asbjørn,Moe,Andreassenhavna 31,Olavfjell,6585,Norge,NO,19630926-0161,+47,+4771053796,1963-09-26,True
Ashley,Jimenez,Miller Dale 3615,Port Brettberg,14116,Danmark,DK,19631204-2749,+45,449.311.7066,1963-12-04,True
Tore,Thorsen,Kristiansengata 5,Hansen,4422,Norge,NO,19471014-1826,+47,47365874,1947-10-14,True
Märta,Eklund,Industrigränd 64,Östersund,19301,Sverige,SE,20000726-4904,+46,08-200 432 55,2000-07-26,True
Jan,Engström,Gengatan 377,Västerås,52673,Sverige,SE,19540818-6259,+46,08-92 76 92,1954-08-18,True
Håvard,Arnesen,Christensenmyra 90,Kristensen,1039,Norge,NO,19490724-7054,+47,39 75 83 99,1949-07-24,True
Eric,Francis,Lloyd Courts 7035,Linbury,63462,Danmark,DK,19770317-6565,+45,854-840-2307,1977-03-17,True
Hans,Persson,Åkergatan 301,Eskilstuna,68701,Sverige,SE,19610704-5630,+46,+46 (0)805 154 06,1961-07-04,True
Joakim,Pettersson,Industritorget 095,Uddevalla,98565,Sverige,SE,19401218-3765,+46,0470-013 63,1940-12-18,True
Wesley,Owens,Espinoza Run 38108,Danieltown,90887,Danmark,DK,19610813-3311,+45,001-899-812-6204x880,1961-08-13,True
Carrie,Anderson,Martin Keys 059,Jameschester,10676,Danmark,DK,19570211-3631,+45,223.702.4685x4443,1957-02-11,True
Hanna,Nilsson,Furutorget 1,Östersund,34891,Sverige,SE,19440413-1015,+46,040-60 39 74,1944-04-13,True
Helena,Jansson,Grangatan 46,Stockholm,81939,Sverige,SE,19920414-7050,+46,+46 (0)8 814 948 48,1992-04-14,True
Deanna,King,Robert Union 19978,Michaeltown,79793,Danmark,DK,19720821-1642,+45,(888)949-7971,1972-08-21,True
Ingmar,Johansson,Kvarngatan 3,Sandviken,18838,Sverige,SE,19570601-3919,+46,+46 (0)07 87 34 53,1957-06-01,True
Sindre,Henriksen,Nygårdskrenten 2,Emilfjell,7506,Norge,NO,19780407-0797,+47,92064556,1978-04-07,True
Dawn,Reyes,Wilson Parks 913,Port Kristine,82220,Danmark,DK,19430705-8640,+45,001-782-646-3515,1943-07-05,True
Christer,Johnsson,Industrigatan 996,Lund,67239,Sverige,SE,19571012-6687,+46,+46 (0)32 14 11 24,1957-10-12,True
Grete,Olsen,Hansenlia 1B,Finnsand,3384,Norge,NO,19821227-7200,+47,75 23 23 45,1982-12-27,True
Frode,Olsen,Jacobseneggen 8,Kristiansen,1367,Norge,NO,19841016-0707,+47,+4751709202,1984-10-16,True
Øyvind,Berntsen,Moestranda 88,Jørgenstrand,3773,Norge,NO,19400602-8327,+47,97426248,1940-06-02,True
Trevor,Arnold,Nicole Groves 584,Brennanhaven,27983,Danmark,DK,19840115-1592,+45,633.968.5286x8374,1984-01-15,True
Ida,Ekman,Aspvägen 140,Helsingborg,96756,Sverige,SE,19630221-5223,+46,+46 (0)59 75 45 85,1963-02-21,True
Maria,Kainulainen,Edelfeltinkuja 27,Valtimo,66051,Finland,FI,19640530-293E,+358,+358335534448,1964-05-30,True
Gunn,Bakken,Haugenskrenten 2B,Nielsen,4072,Norge,NO,19630625-4455,+47,89 81 41 87,1963-06-25,True
Håvard,Pedersen,Arnesenmarka 64,Kirstendal,8016,Norge,NO,19760203-1658,+47,38 20 53 45,1976-02-03,True
Heather,Bauer,Catherine Mission 93989,North Markport,86344,Danmark,DK,19541105-5640,+45,001-354-729-3351x3250,1954-11-05,True
Peter,Gustafsson,Kvarngränd 917,Stockholm,57495,Sverige,SE,19780812-2751,+46,08-439 38 76,1978-08-12,True
Christina,Andersson,Kyrkgatan 982,Luleå,51548,Sverige,SE,19630127-7167,+46,020-89 02 65,1963-01-27,True
Jan,Karlsson,Björkstigen 6,Borås,37447,Sverige,SE,19571203-1494,+46,+46 (0)80 86 93 70,1957-12-03,True
Henna,Koskinen,Waseniuksen puistobulevardi 87,Lumparland,40809,Finland,FI,19841208-3853,+358,+358 650400883,1984-12-08,True
Magnus,Vik,Mikkelsenstien 372,Ragnhildmark,7941,Norge,NO,19520211-4736,+47,96183749,1952-02-11,True
Trine,Rasmussen,Sørensensvingen 80,Andersen,9251,Norge,NO,19900123-4062,+47,47571344,1990-01-23,True
Pernilla,Berg,Järnvägsgatan 320,Varberg,89269,Sverige,SE,19850221-2044,+46,08-177 23 31,1985-02-21,True
Sigrid,Solberg,Liengrenda 8,Knudsen,5755,Norge,NO,19810514-1245,+47,+4767359847,1981-05-14,True
Birgitta,Lindström,Nyvägen 9,Eskilstuna,37038,Sverige,SE,19580809-9159,+46,055-56 18 31,1958-08-09,True
Anders,Johansson,Skogsstigen 30,Linköping,74428,Sverige,SE,19510322-5677,+46,097-52 99 21,1951-03-22,True
Christina,Ekström,Ekgatan 4,Jönköping,54131,Sverige,SE,19450628-8731,+46,+46 (0)8 955 137 66,1945-06-28,True
Robert,Bøe,Kristiansenstranda 59,Groberg,4635,Norge,NO,19650517-5494,+47,22 87 03 23,1965-05-17,True
Ida,Svendsen,Tveitvika 13,Edvardsen,9463,Norge,NO,19641016-6987,+47,953 39 933,1964-10-16,True
Evelina,Björk,Åkervägen 6,Örebro,83876,Sverige,SE,19690625-2194,+46,0414-68 59 95,1969-06-25,True
Barbara,Blevins,Walker Mountain 004,East Jeff,72613,Danmark,DK,19650309-6889,+45,001-376-689-3390x6574,1965-03-09,True
Julia,Shepherd,Stephen Views 5965,North Keith,30101,Danmark,DK,19500722-1026,+45,(439)757-2128x99260,1950-07-22,True
Roy,Antonsen,Solheimflata 09F,Elistrand,4404,Norge,NO,19700228-2558,+47,927 72 727,1970-02-28,True
Kristian,Amundsen,Nygårdspranget 7,Torbjørnfjord,0550,Norge,NO,19430201-5847,+47,409 74 061,1943-02-01,True
Lars,Persson,Fabrikstorget 5,Växjö,55566,Sverige,SE,19600528-3604,+46,059-565 62 06,1960-05-28,True
Daniel,Evensen,Bergelunden 2,Bøe,6385,Norge,NO,19800229-7008,+47,67404635,1980-02-29,True
Sofie,Iversen,Rasmussenkollen 1,Helland,4430,Norge,NO,19461027-4391,+47,423 61 194,1946-10-27,True
Anita,Jenssen,Vikgrenda 9,Eirikeid,4131,Norge,NO,19830111-6857,+47,+47 79 28 84 70,1983-01-11,True
Kim,Myklebust,Bergsvingen 83A,Edvardsen,6483,Norge,NO,19801007-5564,+47,+4749432461,1980-10-07,True
Jason,Hale,Jacob Oval 4345,Josefurt,70057,Danmark,DK,19860106-4152,+45,607-672-4325,1986-01-06,True
Erik,Svärd,Industristigen 212,Luleå,26015,Sverige,SE,19840428-3677,+46,08-52 50 53,1984-04-28,True
David,Forslund,Industrigatan 7,Örnsköldsvik,30532,Sverige,SE,19890615-0422,+46,08-995 19 65,1989-06-15,True
Anders,Olsson,Furugatan 55,Alingsås,11577,Sverige,SE,19540514-5766,+46,08-913 96 18,1954-05-14,True
Elisabeth,Bengtsson,Villatorget 51,Norrköping,12084,Sverige,SE,19401118-0575,46,0120-536 14,1940-11-18,False
Andrea,Hurst,Michael Fords 034,East Audrey,99433,Danmark,DK,19970209-2074,+45,001-563-513-0649x526,1997-02-09,True
Jake,Fisher,Danielle Glen 939,North Tiffany,48991,Danmark,DK,19591012-9689,+45,+1-437-950-4898x6951,1959-10-12,True
Annika,Olofsson,Björkgränd 09,Uppsala,21337,Sverige,SE,19791109-8342,+46,088-009 99 53,1979-11-09,True
Kristina,Karlsson,Björkgatan 220,Kalmar,66705,Sverige,SE,19860407-3982,+46,0223-569 39,1986-04-07,True
Susan,Richards,Mclaughlin Centers 228,Mitchellstad,85073,Danmark,DK,19580710-7985,+45,001-812-769-9321x02427,1958-07-10,True
Ragnhild,Haugen,Olsenskogen 450,Andreaeid,0160,Norge,NO,19550730-8381,+47,971 26 548,1955-07-30,True
Michael,Franco,Jill Cape 3528,West Michael,97595,Danmark,DK,19551011-2989,+45,+1-886-330-3161,1955-10-11,True
Ingrid,Karlsson,Fabriksgatan 46,Nyköping,10747,Sverige,SE,19600505-2799,+46,08-227 096 67,1960-05-05,True
Grethe,Pedersen,Aunegropa 9B,Gretevik,6424,Norge,NO,19700804-0212,+47,47652725,1970-08-04,True
Geir,Abrahamsen,Eidehaugen 8,Ellenvær,9024,Norge,NO,19420908-9017,+47,73442206,1942-09-08,True
Eva,Hansson,Strandtorget 137,Umeå,58196,Sverige,SE,19510901-0258,+46,0640-090 54,1951-09-01,True
Christopher,Patel,Cook Valley 52351,Bellborough,69754,Danmark,DK,19810911-9568,+45,001-985-251-4262x502,1981-09-11,True
Carl,Hedman,Asptorget 699,Nyköping,95671,Sverige,SE,19790104-3961,+46,+46 (0)63 13 22 48,1979-01-04,True
Liv,Eriksen,Andresenmarka 40A,Tonjefjord,1093,Norge,NO,19600206-2010,+47,+47 88 48 65 25,1960-02-06,True
Marianne,Berg,Jacobsenekra 36F,Eliseøy,6420,Norge,NO,19970825-4546,+47,+47 69 14 09 56,1997-08-25,True
Cassie,Cain,Combs Harbor 6877,Amychester,25710,Danmark,DK,19530518-9126,+45,548.482.0294x74146,1953-05-18,True
Per,Larsson,Stortorget 9,Borlänge,64389,Sverige,SE,19860817-0190,+46,08-614 74 70,1986-08-17,True
Sebastian,Eriksson,Kyrkogränd 905,Skövde,42908,Sverige,SE,19610114-3182,+46,005-736 41 09,1961-01-14,True
Christopher,Foster,Scott Orchard 867,East Lorishire,41391,Danmark,DK,19551216-7469,+45,2732976139,1955-12-16,True
Irene,Ekström,Nytorget 36,Helsingborg,45593,Sverige,SE,19580714-9873,+46,+46 (0)53 37 07 45,1958-07-14,True
Anna,Axelsson,Parkgatan 806,Trelleborg,65074,Sverige,SE,19440425-2340,+46,08-562 50 27,1944-04-25,True
Maria,Andersson,Furugatan 3,Piteå,58660,Sverige,SE,19711026-5477,+358,030-030 53 72,1971-10-26,True
Roger,Hanssen,Nielsengjerdet 8,Monicagrunn,0312,Norge,NO,19640424-4648,+47,36417727,1964-04-24,True
Patricia,Ramirez,Mckenzie Skyway 8164,South Nicholasside,79779,Danmark,DK,19600128-0813,+45,298-588-2685,1960-01-28,True
Victor,Olsson,Skolgränd 01,Mölndal,94962,Sverige,SE,19841012-5837,+46,+46 (0)8 105 215 79,1984-10-12,True
Hanna,Carlsson,Åkergränd 6,Skellefteå,23085,Sverige,SE,19660926-2177,+46,08-961 42 89,1966-09-26,True
Jan,Larsson,Gengatan 560,Borlänge,45141,Sverige,SE,19580919-0676,+46,+46 (0)30 62 36 48,1958-09-19,True
Margareta,Dahlgren,Nygränd 3,Malmö,87458,Sverige,SE,19960702-9391,+46,0749-514 60,1996-07-02,True
Thor,Gundersen,Birkelandkollen 60,Maritø,5327,Norge,NO,19790321-4492,+47,431 34 188,1979-03-21,True
Emma,Henriksen,Kristoffersenberget 6,Marivik,2151,Norge,NO,19691224-4675,+47,460 87 592,1969-12-24,True
Ingmar,Pettersson,Storstigen 6,Stockholm,44245,Sverige,SE,19980919-2814,+46,050-85 62 96,1998-09-19,True
Kaarina,Kanerva,Haakoninlahdenkatu 0,Outokumpu,64681,Finland,FI,19970611-197M,+358,(+358) 666802199,1997-06-11,True
Jari,Moisio,Benktantie 896,Riihimäki,85497,Finland,FI,19881021-4809,+358,+358 34 5760687,1988-10-21,True
Joona,Tiainen,Jyväpolku 149,Pyhäntä,31604,Finland,FI,19490104-3294,+358,0809240944,1949-01-04,True
Ida,Sørensen,Haugstranda 24C,Eliseø,8002,Norge,NO,19971105-5613,+47,+4723333426,1997-11-05,True
Teemu,Aho,Waseniuksen puistokuja 15,Harjavalta,03862,Finland,FI,19660625-214L,+358,+358 84 8347377,1966-06-25,True
Paul,Svensson,Fabriksgatan 0,Falun,10254,Svebige,SE,19900721-5863,+46,08-445 849 35,1990-07-21,True
James,Bradley,Park Park 42784,Angelastad,03640,Danmark,DK,20000119-5784,+45,3989129710,2000-01-19,True
Lise,Andreassen,Isaksenstykket 489,Isaksen,2766,Norge,NO,19630925-6634,+47,28 70 54 88,1963-09-25,True
Michael,Miller,Smith Extensions 05750,East Jamesburgh,77001,Danmark,DK,19970907-1310,+45,306.880.2770x63978,1997-09-07,True
John,Dennis,Linda Isle 661,Hubbardbury,92953,Danmark,DK,19650425-0050,+45,342.696.5766,1965-04-25,True
Michelle,Walker,Kristin Lodge 8466,Ashleybury,51629,Danmark,DK,19451218-3761,+45,(870)647-8681,1945-12-18,True
Märta,Mattsson,Skolgatan 14,Trelleborg,27536,Sverige,SE,19760616-0089,46,0913-14 19 67,1976-06-16,True
Annika,Andersson,Asptorget 376,Västerås,35708,Sverige,SE,19500601-7882,+46,08-445 61 66,1950-06-01,True
Cathrine,Johannessen,Jensenmoen 9B,Tomby,3487,Norge,NO,19531110-3966,+47,+47 87 47 16 68,1953-11-10,True
Henrik,Nilsen,Henriksenlunden 58C,Aas,8824,Norge,NO,19780108-8803,+47,89183861,1978-01-08,True
Anna,Augustsson,Idrottsgatan 9,Nyköping,92275,Sverige,SE,19740127-2788,+46,070-027 57 66,1974-01-27,True
Anna,Jonsson,Järnvägsgatan 781,Linköping,89631,Sverige,SE,19440422-8767,+46,0315-035 23,1944-04-22,True
Hans,Johansson,Furugatan 767,Borås,39345,Sverige,SE,19630225-1846,+46,+46 (0)21 98 53 45,1963-02-25,True
Amy,Ponce,Moore Village 84252,Kevinborough,41493,Danmark,DK,19441209-0386,+45,964-767-3778x46556,1944-12-09,True
Tommy,Ruud,Tangenringen 6B,Saraås,5798,Norge,NO,19410323-1612,+47,97121108,1941-03-23,True
Gunilla,Karlsson,Backgränd 345,Borås,19423,Sverige,SE,19971113-8007,+46,08-25 95 13,1997-11-13,True
Helen,Åström,Trädgårdsgränd 7,Motala,71291,Sverige,SE,19730411-2375,+46,042-818 35 94,1973-04-11,True
Cory,Young,Edwards Hollow 2069,Nathanborough,03923,Danmark,DK,19670428-9861,+45,894-694-8480,1967-04-28,True
Anthony,Curtis,Rodriguez Prairie 81257,South Donna,26854,Danmark,DK,19901113-2654,+45,(843)367-4691x33708,1990-11-13,True
Michael,Weber,Brianna Wall 89143,East Christineshire,73857,Danmark,DK,19510221-1786,+45,+1-550-787-2733x644,1951-02-21,True
Åke,Aronsson,Idrottsvägen 493,Mölndal,43168,Sverige,SE,19590906-8549,+46,+46 (0)23 44 41 48,1959-09-06,True
Ann-Mari,Jönsson,Parkstigen 85,Eskilstuna,94031,Sverige,SE,19601014-1763,+46,0687-057 51,1960-10-14,True
Elin,Karlsson,Stationstorget 89,Gävle,75440,Sverige,SE,19510423-9138,+46,08-780 11 65,1951-04-23,True
Gerd,Sivertsen,Eriksenholtet 89,Ninaodden,1616,Norge,NO,19600715-6331,+47,440 18 077,1960-07-15,True
Maria,Andersson,Ängsgränd 5,Örebro,61595,Sverige,SE,19551011-2084,+46,08-35 66 20,1955-10-11,True
Rita,Moen,Andreassengropa 2,Lien,7838,Norge,NO,19940903-4723,+47,462 36 393,1994-09-03,True
Erik,Karlsson,Skolgatan 738,Västerås,52015,Sverige,SE,19500709-3035,+46,0148-62 05 19,1950-07-09,True
Maj,Persson,Industritorget 3,Trollhättan,36208,Sverige,SE,19671012-4567,+46,08-035 41 48,1967-10-12,True
Bjørn,Andresen,Nilsenfaret 320,Arnesen,2126,Norge,NO,19920325-3429,+47,463 23 467,1992-03-25,True
Ingegerd,Axelsson,Ekgatan 24,Helsingborg,71183,Sverige,SE,19420129-1591,+46,08-483 63 27,1942-01-29,True
Kristina,Lundqvist,Furuvägen 8,Sandviken,89046,Sverige,SE,19570320-8269,+46,041-41 20 82,1957-03-20,True
Elisabet,Andersson,Åkervägen 8,Helsingborg,34633,Sverige,SE,19740710-0895,+46,+46 (0)8 226 827 76,1974-07-10,True
Johan,Lindahl,Åkertorget 851,Eskilstuna,43521,Sverige,SE,19670313-7999,+358,08-229 071 82,1967-03-13,True
Harald,Knudsen,Næssberget 5,Hannaborg,8821,Norge,NO,19820306-1454,+47,07041859,1982-03-06,True
Samantha,Sharp,Chelsea Dam 7115,North Dean,03747,Danmark,DK,19661116-6730,+45,+1-912-679-7567x6763,1966-11-16,True
Lena,Johansson,Stationstorget 322,Uppsala,80930,Sverige,SE,19450206-4996,+46,014-608 60 49,1945-02-06,True
Sofia,Lindström,Skolvägen 07,Skellefteå,70944,Sverige,SE,19640310-6292,+46,+46 (0)8 173 680 54,1964-03-10,True
Lars,Holm,Idrottsgränd 65,Trelleborg,78816,Sverige,SE,19700707-8889,+46,08-479 288 01,1970-07-07,True
Erling,Bøe,Bakkenlia 00A,Solberg,0822,Norge,NO,19890106-5807,+47,64 72 81 45,1989-01-06,True
Zachary,Anderson,Peter Vista 0146,East Stephenport,73243,Danmark,DK,19530616-3730,+45,001-417-606-8114x253,1953-06-16,True
Ellen,Andersen,Kristoffersengrenda 31,Paulsen,0657,Norge,NO,19830105-6527,+47,99 84 07 82,1983-01-05,True
Solveig,Bakken,Holmgrenda 7,Vik,5560,Norge,NO,19630402-4346,+47,983 75 525,1963-04-02,True
Brian,Johnson,Johnson Circles 965,Jenniferbury,95429,Danmark,DK,19870312-4467,+45,546-932-8375x42955,1987-03-12,True
Leif,Jonsson,Parkgränd 301,Landskrona,93352,Sverige,SE,19831020-5696,+46,0091-32 76 38,1983-10-20,True
Carrie,Smith,Cooper Loop 3491,Williamsfort,08997,Danmark,DK,19980406-2737,+45,001-884-423-8050x218,1998-04-06,True
Håkan,Johansson,Aspgatan 0,Karlstad,13910,Sverige,SE,19561103-7705,+46,0175-27 61 51,1956-11-03,True
Harry,Gustavsson,Ringgatan 89,Kalmar,38836,Sverige,SE,19750716-4702,+46,08-53 12 52,1975-07-16,True
